,title,link,description
276,빅쿼리,https://ko.wikipedia.org/wiki/%EB%B9%85%EC%BF%BC%EB%A6%AC,빅쿼리 (BigQuery)는 페타바이트급 이상의 <b>데이터</b>에 대해 스케일링 분석(필요시 실시간으로 컴퓨팅 자원을 동적으로 확장)을 가능케 하는 완전 관리형(fully-managed) 서버리스 컴퓨팅 <b>데이터</b>... 
277,빅테이블,https://ko.wikipedia.org/wiki/%EB%B9%85%ED%85%8C%EC%9D%B4%EB%B8%94,"사유 <b>데이터</b> 스토리지 시스템이다. 2015년 5월 6일, 빅테이블의 공개 버전이 서비스의 하나로... 빅테이블은 또한 구글 클라우드 플랫폼의 일부로 이용 가능한 구글 클라우드 <b>데이터</b>스토어의... "
278,빅테인먼트,https://terms.naver.com/entry.naver?docId=1965583&cid=43667&categoryId=43667,야구 실사형 게임이 널리 퍼져 있으며 야구 실황중계를 보면서 야구 <b>데이터</b>를 찾거나 소셜네트워크서비스를 이용할 수 있는 콘텐츠도 있다. 이밖에도 야구 경기장에 유비쿼터스 센서 네트워크(USN... 
279,LG 옵티머스 <b>빅</b>,https://ko.wikipedia.org/wiki/LG_%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4_%EB%B9%85,LG 옵티머스 <b>빅</b> ( LG Mobile Optimus Big )은 LG전자가 2011년 5월 1일에 출시한 스마트폰이다. 600nit 밝기의 4.3인치 NOVA Dispaly를 탑재 하였다. 운영체제 업그레이드 안드로이드 2.3.4 진저브레드 업그레이드... 
280,<b>빅</b> 엔디언 형식,https://terms.naver.com/entry.naver?docId=816268&cid=50376&categoryId=50376,이 방식은 <b>데이터</b>의 최상위 비트가 가장 높은 주소에 저장되므로 그냥 보기에는 역으로 보인다. 바이트 단위로 주소가 할당되는 컴퓨터 기억 장소에서 바이트 이상의 큰 <b>데이터</b>가 저장되는 형식의 하나이다.
281,<b>빅</b> 릭스: 오버 더 로드 레이싱,https://ko.wikipedia.org/wiki/%EB%B9%85_%EB%A6%AD%EC%8A%A4:_%EC%98%A4%EB%B2%84_%EB%8D%94_%EB%A1%9C%EB%93%9C_%EB%A0%88%EC%9D%B4%EC%8B%B1,<b>빅</b> 릭스: 오버 더 로드 레이싱 ( 영어: Big Rigs: Over the Road Racing )은 미국 회사 스텔라 스톤이... 게임 <b>데이터</b> 상에는 5개의 곡이 존재한다. 승리시 YOU'RE WINNER(문법상 올바른 표기는 YOU'RE THE WINNER)라는 비문이... 
282,Qoobah,https://terms.naver.com/entry.naver?docId=3386328&cid=58370&categoryId=58370,"[ 1. <b>빅 데이터</b> 혁신을 위한 파트너, 그루터(하둡 에코 시스템을 최적화하기 위한 그루터의 노력, Qoobah와 그외 솔루션)] 기업들에는 트위터, 페이스북, 블로그 등에 일반 사용자들이 SNS에 남긴 글들을... "
283,Dremel,https://terms.naver.com/entry.naver?docId=3386325&cid=58370&categoryId=58370,"[ 1. Dremel 정의] Dremel은 수천 대의 클러스터 서버상의 대용량 <b>데이터</b>를 실시간으로 사용자가 분석할 수 있도록 지원한다.Dremel은 <b>데이터</b> 분석에 적합한 기능을 가지고 있으며, 조 단위가 넘는... "
284,IRIS,https://terms.naver.com/entry.naver?docId=3386327&cid=58370&categoryId=58370,"[ 1. IRIS] 모비젠의 IRIS는 전화, 인터넷 등 다양한 서비스를 사용함으로써 발생하는 call data, log data 등의 많은 양의 <b>데이터</b>를 실시간으로 요약 처리하여 <b>데이터</b>베이스에 저장하고, 분석을 위한... "
285,Raonbit,https://terms.naver.com/entry.naver?docId=3386326&cid=58370&categoryId=58370,[ 1. Raonbit 정의] Raonbit는 Apache Spark 기반의 대용량 실시간 <b>데이터</b>와 배치 <b>데이터</b>를 다양한 분석 도구를 이용하여 쉽고 빠르게 분석할 수 있는 고성능의 <b>빅데이터</b> 분석 플랫폼이다.... 
286,아파치 재단,https://terms.naver.com/entry.naver?docId=3386340&cid=58370&categoryId=58370,[ 1. 아파치 소프트웨어 재단] 아파치 소프트웨어 재단(Apache Software Foundation)은 1999년 설립 이후 다수의 중요한 오픈소스 프로젝트를 주도해 오며 <b>빅데이터</b> 분야의 상당히 많은 부분에 이바지하고 있다.... 
287,IBM InfoSphere BigInsights,https://terms.naver.com/entry.naver?docId=3386321&cid=58370&categoryId=58370,[ 1. IBM InfoSphere BigInsights] IBM InfoSphere Biginsight는 많은 양의 정형 및 비정형 <b>데이터</b>를 관리하고 분석하기 위한 솔루션이다.InfoSphere Biginsight는 오픈 소스 아파치 하둡(Apache Hadoop)... 
288,프로세스 마이닝,https://terms.naver.com/entry.naver?docId=3386334&cid=58370&categoryId=58370,[ 1. 프로세스 마이닝] 프로세스 마이닝은 기록되어 있는 이벤트 로그를 분석하여 의미 있는 정보를 찾아내는 것을 목적으로 하는 기술로 <b>빅데이터</b> 시대의 기업 경영 관리에 필수적이다.... 
289,스플렁크,https://terms.naver.com/entry.naver?docId=3408387&cid=40942&categoryId=32840," 웹 기반 인터페이스를 통해 <b>빅데이터</b>를 검색, 모니터링 및 분석하는 비정형 <b>데이터</b> 분석 솔루션이다.  미국 샌프란시스코에 위치한 스플렁크 사(Splunk Inc.)에서 개발한 <b>빅데이터</b> 분석... "
290,<b>데이터</b>빌리티,https://terms.naver.com/entry.naver?docId=2009646&cid=43667&categoryId=43667," 지속가능성과 책임감을 수반하는 <b>빅데이터</b>.  | 외국어 표기 | datability(영어) | <b>데이터</b>(data)에 지속가능성을 의미하는 'sustainability'와 책임감 'responsibility'을 합친 신조어로, <b>빅데이터</b> 시대에... "
291,Cloudera Impala,https://terms.naver.com/entry.naver?docId=3386323&cid=58370&categoryId=58370,[ 1. Impala 정의] 임팔라(Impala)는 하둡 위에 동작하는 질의 엔진으로 <b>빅데이터</b> 하둡 플랫폼을 제공하는 클라우데라(Cloudera)에서 공개하였다.아파치 하둡 에코시스템은 <b>데이터</b>에 중점을 두고 있어 SQL 경험이... 
292,텍스트 마이닝,https://terms.naver.com/entry.naver?docId=3386330&cid=58370&categoryId=58370,"[ 1. 텍스트 마이닝이란?] 자연어 처리 기반 텍스트 마이닝은 언어학, 통계학, 기계 학습 등을 기반으로 한 자연언어 처리 기술을 활용하여 반정형/비정형 텍스트 <b>데이터</b>를 정형화하고, 특징을 추출하기 위한... "
293,다이닝코드,https://ko.wikipedia.org/wiki/%EB%8B%A4%EC%9D%B4%EB%8B%9D%EC%BD%94%EB%93%9C,"다이닝코드 는 <b>빅데이터</b> 관점으로 접근한 맛집 검색 서비스를 제공하는 어플이다. 개요 네이버, 다음, 티스토리 등 세 개 블로그 서비스를 대상으로 맛집 관련 <b>빅데이터</b>를 분석한다. 그리고 자체 필터링... "
294,(주)씨이랩,https://terms.naver.com/entry.naver?docId=3347561&cid=43167&categoryId=43167," <b>데이터</b> 기반의 AI 영상분석 서비스를 제공하는 기업.  (주)씨이랩은 2010년 7월 창립해 소셜네트워크 게임사업으로 출발한 뒤, 소셜네트워크서비스(SNS)를 통한 <b>빅데이터</b> 분석 서비스를 제공하는 회사로... "
295,하둡,https://terms.naver.com/entry.naver?docId=3577519&cid=59088&categoryId=59096,"하둡 로고 ‘<b>빅데이터</b>’ 시대를 연 공신은 여럿이다. 스마트폰 보급과 SNS <b>데이터</b>의 폭발적인 증가, 새롭게 주목받고 있는 사물네트워크(M2M) 센서 <b>데이터</b>와 사물인터넷(IoT) <b>데이터</b>의 확산 등이 그렇다.... "
296,프롭테크,https://terms.naver.com/entry.naver?docId=5704795&cid=43667&categoryId=43667," 부동산에 첨단 기술을 접목시킨 부동산 서비스 산업으로 <b>빅데이터</b>, 인공지능, 가상현실 등의... 프롭테크에는 <b>빅데이터</b>, 인공지능(AI), 가상현실(VR), 드론 등 최첨단 기술이 활용된다. 프롭테크 영역에는... "
297,디지털 패션 테크,https://terms.naver.com/entry.naver?docId=3586091&cid=59277&categoryId=59283,"<b>빅데이터</b> 활용 등 디지털 콘텐츠와 기술을 이용해 패션산업을 고도화하는 노력의 일환이다.  패션 업계에서는 3D프린터, <b>빅데이터</b>, 사물인터넷(IoT), 착용 기술(웨어러블) 등의 기술이 주요 이슈로 떠오르고... "
298,하둡,https://terms.naver.com/entry.naver?docId=2099070&cid=43667&categoryId=43667," 저가 서버와 하드디스크를 이용하여 <b>빅데이터</b>(big data)를 상대적으로 쉽게 활용, 처리할 수 있는 분산파일 시스템.  | 외국어 표기 | Hadoop(영어) | 2004년 미국 프로그래머 더그 컷팅이 방대한 <b>데이터</b>를... "
299,텍스톰,https://ko.wikipedia.org/wiki/%ED%85%8D%EC%8A%A4%ED%86%B0,"텍스톰(Textom) 은 텍스트마이닝 기술을 이용한 <b>빅데이터</b> 분석 솔루션으로 웹 환경에서 <b>데이터</b>를 수집, 정제하며 매트릭스 <b>데이터</b> 생성까지 처리할 수 있는 솔루션이다. 한국어, 중국어, 영어 등... "
300,솔트룩스,https://ko.wikipedia.org/wiki/%EC%86%94%ED%8A%B8%EB%A3%A9%EC%8A%A4,"솔트룩스 는 인공지능과 <b>빅데이터</b> 플랫폼과 지능형 서비스를 제공해온 국내 인공지능, <b>데이터</b> 과학 분야 기업이다. 2002년 검색 엔진에 이어 2003년 텍스트마이닝 엔진을 상용화했으며, AI 관련... "
301,분석지수,https://terms.naver.com/entry.naver?docId=2075312&cid=50305&categoryId=50305,"IBM이 <b>빅데이터</b> 분석의 중요성을 역설하며 새로 제시한 개념. IQ, EQ와 같이 '분석'의 능력을 수치화 것으로 기업경영전반의 <b>데이터</b>를 분석해 비즈니스에 적용하는 능력을 뜻한다. AQ가 높은 기업들의... "
302,<b>데이터</b>빌리티,https://terms.naver.com/entry.naver?docId=2067597&cid=42107&categoryId=42107,<b>데이터</b>빌리티는 <b>빅데이터</b> 시대에 <b>데이터</b> 이용시 지속가능성(sustainability)과 책임성(responsibility)이 수반되어야 함을 강조하기 위해 만들어진 용어. 지능형 <b>데이터</b> 분석과 강력한 <b>데이터</b> 보안이... 
303,텍스토미,https://ko.wikipedia.org/wiki/%ED%85%8D%EC%8A%A4%ED%86%A0%EB%AF%B8,"텍스토미(TEXTOMi) 는 텍스트마이닝 솔루션 텍스톰과 분석 자동화를 위한 AI가 결합된 솔루션이다. 탑재된 AI는 내부 <b>데이터</b>와 공공 및 웹 등을 포함한 외부의 <b>데이터</b>를 수집하며, 이를 바탕으로... "
304,비식별 정보,https://terms.naver.com/entry.naver?docId=3339088&cid=42107&categoryId=42107,"이름, 주민등록번호처럼 특정인을 구분할 수 있는 것을 뺀 <b>데이터</b>로 <b>빅데이터</b>의 원천이 된다. 예를 들어 가명처리(홍길동, 35세→임꺽정, 30대), <b>데이터</b> 마스킹(홍길동, 35세→홍○○, 35세) 등의 처리기법을... "
305,"日슈퍼컴 케이, 7회 연속 세계 1위",https://terms.naver.com/entry.naver?docId=5663217&cid=60296&categoryId=60329,이는 곧 <b>빅데이터</b> 처리 능력이 세계에서 가장 우수함을 입증한 것이다.(2018.07).  일본 슈퍼컴 K... 그래프 500은 간단히 말해 크고 복잡한 계산이 요구되는 <b>빅데이터</b> 분석 처리 능력에 관한 순위이다.... 
306,더체크,https://ko.wikipedia.org/wiki/%EB%8D%94%EC%B2%B4%ED%81%AC,"더체크 (The Check)는 2019년 7월에 설립된 대한민국의 사업자 맞춤 애플리케이션 플랫폼 기업이다. 더체크는 사업자에게 꼭 필요한 카드매출정산, 전자 근로계약서, 실시간 부가세 조회 서비스... "
307,로보어드바이저,https://terms.naver.com/entry.naver?docId=2840729&cid=42107&categoryId=42107,수백조개의 <b>데이터</b>를 분석할 수 있는 <b>빅데이터</b> 기술에 기반을 두고 있다. 로보어드바이저는 컴퓨터 공학에 기반을 둔 퀀트와 구분된다. 퀀트 공학이 과거 <b>데이터</b>를 추종해 미래를 예측하는 반면... 
308,비플라이소프트,https://terms.naver.com/entry.naver?docId=4350800&cid=43167&categoryId=43167, 미디어 <b>빅데이터</b> 및 소프트웨어 개발을 기반으로 뉴스 미디어 정보 서비스를 제공하는 국내 최대 미디어 <b>빅데이터</b> 전문 회사.  비플라이소프트(주)는 인터넷 솔루션 사업을 목적으로 1998년 8월에... 
309,슬립테크,https://terms.naver.com/entry.naver?docId=5685633&cid=43667&categoryId=43667," 정보통신(IT), 사물인터넷(IoT), <b>빅데이터</b> 등으로 수면 상태를 분석해 숙면을 취할 수 있도록 도움을... <b>빅데이터</b>, 헬스케어 기술 등을 접목시켜 수면 상태나 패턴 등을 파악하고 좀 더 편안하게 깊이 잠들... "
310,애드테크,https://terms.naver.com/entry.naver?docId=3582200&cid=59088&categoryId=59096,"디지털, 모바일, <b>빅데이터</b> 등 IT 기술을 적용한 광고 기법을 의미한다. <b>빅데이터</b>를 활용해 컴퓨터가 광고주, 광고매체, 광고대상을 연결하고 정확한 시기, 정확한 소비자에게 정확한 메시지를 전달한다.... "
311,바이브컴퍼니,https://ko.wikipedia.org/wiki/%EB%B0%94%EC%9D%B4%EB%B8%8C%EC%BB%B4%ED%8D%BC%EB%8B%88,"바이브컴퍼니 (VAIVcompany, 구 다음소프트, 이하 바이브)는 2000년부터 <b>빅데이터</b> 자료를 수집하고 분석해 인사이트를 도출해내는 대한민국 최초이자 최대 <b>빅데이터</b> 전문 기업 이다.... "
312,로보어드바이저,https://terms.naver.com/entry.naver?docId=4356796&cid=43665&categoryId=43665,"<b>빅데이터</b>를 바탕으로 고도화된 알고리듬으로 투자전략을 짜고, 모바일 기기나 PC를 통해 제공하는 온라인 프라이빗 뱅킹 서비스이다.  로봇(robot) + 투자전문가(advisor)의 합성어로 <b>빅데이터</b>를 바탕으로... "
313,알파 제로,https://terms.naver.com/entry.naver?docId=5701827&cid=43667&categoryId=43667,"알파고를 상대로 전승을 거둔 알파고 제로의 범용 버전으로, <b>빅데이터</b> 학습 없이 게임 법칙만 알면 심층신경망 기술을 통해 <b>데이터</b>를 스스로 학습하고 승률을 높이는 수를 찾아낼 수 있다.  | 외국어... "
314,초연결사회,https://terms.naver.com/entry.naver?docId=2044683&cid=43659&categoryId=43659,"사람, 프로세스, <b>데이터</b>, 사물 등을 포함한 모든 것이 네트워크 즉 인터넷으로 연결된 사회를 뜻한다.... 스마트홈이나 스마트카, 사물인터넷 등이 대표적인 예이며, 만물인터넷(IoE)과 <b>빅데이터</b>가 초연결사회... "
315,디지털 레닌주의,https://terms.naver.com/entry.naver?docId=4337175&cid=43667&categoryId=43667, 권력을 독점한 소수가 <b>빅데이터</b>와 인공지능(AI) 등 첨단 기술을 이용해 레닌주의의 한계를 극복하고... <b>빅데이터</b> 등 정보 능력을 바탕으로 레닌주의가 가진 한계를 극복할 수 있다는 방안이다.... 
316,프리카스,https://terms.naver.com/entry.naver?docId=6506901&cid=43667&categoryId=43667,"이는 치안·공공<b>데이터</b>를 통합한 <b>빅데이터</b>를 최신 알고리즘을 적용한 인공지능(AI)으로 분석, 지역별 범죄위험도와 범죄발생 건수를 예측하고 효과적인 순찰 경로를 안내하는 방식으로 이뤄져 있다.... "
317,머신 러닝,https://terms.naver.com/entry.naver?docId=2843009&cid=42107&categoryId=42107,머신 러닝은 클라우드 컴퓨터가 학습 모형을 기반으로 외부에서 주어진 <b>데이터</b>를 통해 스스로 학습하는 것을 말한다. <b>빅데이터</b>를 분석하고 가공해서 새로운 정보를 얻어 내거나 미래를 예측하는 기술인... 
318,전민기,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%AF%BC%EA%B8%B0,전민기 (1980년 6월 12일 ~)는 대한민국의 아나운서다. 방송 신입사원 (2011) - Top13 <b>빅데이터</b>로 보는 세상 (****~****) 박명수의 라디오쇼 (2015~) 고현준의 뉴스 브리핑 (2018~) 탐나는 TV (2018... 
319,더아이엠씨,https://ko.wikipedia.org/wiki/%EB%8D%94%EC%95%84%EC%9D%B4%EC%97%A0%EC%94%A8,"주식회사 더아이엠씨 (영어 : The IMC Inc.)는 대한민국의 IT 기업이다. 2003년 12월 통합적마케팅커뮤니케이션 기업으로 출발했고, 2012년 <b>데이터</b>사이언스연구소를 설립해 텍스톰, 텍스토미 등을... "
320,알츠하이머병과 헤르페스 바이러스의 찰떡 궁합,https://terms.naver.com/entry.naver?docId=5661843&cid=60296&categoryId=60311,미국 애리조나주립대와 뉴욕시 마운트 사이나이 이칸 의대 연구팀은 21일(현지시각)치 &#60;뉴런&#62;에 게재한 논문에서 “검시 뒤 기증된 뇌의 게놈 분석과 ‘<b>빅 데이터</b>’ 분석 기법을 통해 알츠하이머 발병에... 
321,애플 iTV,https://terms.naver.com/entry.naver?docId=2075415&cid=42107&categoryId=42107,"<b>빅 데이터</b>를 기반으로 고객별 맞춤형 서비스를 제공하는 스마트 TV 개념으로 이해하면 된다. UHD-TV를 구현하고 뛰어난 디자인, 기기 간 연결 강조 등을 통해 시청자들에게 새로운 즐거움을 줄... "
322,스마트 팜,https://terms.naver.com/entry.naver?docId=3548809&cid=43667&categoryId=43667,<b>빅데이터</b>를 기반으로 최적의 환경을 유지하는 농장을 뜻한다.  | 외국어 표기 | Smart Farm(영어) | 출처... <b>빅데이터</b>를 기반으로 최적의 환경을 유지할 수 있다. 또 병충해 피해를 방지하기 위한 대책을 마련할... 
323,구글 클라우드 플랫폼,https://ko.wikipedia.org/wiki/%EA%B5%AC%EA%B8%80_%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C_%ED%94%8C%EB%9E%AB%ED%8F%BC,"구글 클라우드 플랫폼 ( Google Cloud Platform , GCP)은 구글 검색과 유튜브와 같은 최종 사용자 제품을 위해 내부적으로 구글이 사용하는, 동일한 지원 인프라스트럭처 위에서 호스팅을 제공하는 구글의... "
324,협업 필터링 알고리즘,https://terms.naver.com/entry.naver?docId=2272632&cid=42107&categoryId=42107,콘텐츠 평가에 참여하는 사람이 많아지고 <b>데이터</b>가 쌓일수록 추천 정확도가 높아지는 머신러닝 기술이 적용됐다. ‘협업 필터링’이라는 이름이 붙은 이유다. 마침 <b>빅데이터</b> 시대로 접어들면서 개인화된... 
325,소프트센,https://ko.wikipedia.org/wiki/%EC%86%8C%ED%94%84%ED%8A%B8%EC%84%BC,"(주)소프트센 ( 영어: Softcen Co.,Ltd. )은 1988년 설립된 AI기반 <b>빅데이터</b> 서비스를 제공하는 코스닥 상장 기업이다. 1999년과 2001년에는 각각 ISO 9001, ISO 14001을 획득했다. 2014년 3월 28일... "
326,국립보건연구원,https://terms.naver.com/entry.naver?docId=645089&cid=43135&categoryId=43135," 질병관리청 소속으로 감염병, 유전체, 바이오 <b>빅데이터</b>, 만성질환 및 첨단재생의료 관련 시험ㆍ연구 업무를 수행하는 국가 연구기관.  국립보건연구원은 질병관리청 소속으로 보건의료 분야의 국가... "
327,(주)엑셈,https://terms.naver.com/entry.naver?docId=2853442&cid=43167&categoryId=43167," <b>데이터</b>베이스 모니터링 및 튜닝과 웹서버 성능관리 소프트웨어, <b>빅데이터</b> 플랫폼을 연구·개발해 공급하는 벤처기업.  엑셈은 2001년 1월 한국 오라클 출신의 튜닝 전문 컨설턴트들이 주축이 돼... "
328,군사과학기술병,https://terms.naver.com/entry.naver?docId=5756465&cid=43667&categoryId=43667," 병역의무 기간 동안 전공과 연계해 첨단과학 군 건설을 위해 방호시설, 인공지능, <b>빅데이터</b> 등... 모집 분야는 첨단센서(EO/IR),핵 WMD, 방호시설, 인공지능, <b>빅데이터</b>, 드론 설계/제작, 소프트웨어 개발... "
329,핀테크,https://terms.naver.com/entry.naver?docId=2118001&cid=42107&categoryId=42107,"모바일, 소셜네트워크서비스(SNS), <b>빅데이터</b> 등의 첨단 기술을 활용해 기존 금융 기법과 차별화 된... 기관들과의 <b>데이터</b>베이스 연계에 기반을 둔 신용평가 등을 통해 금융 서비스에 필수적인 접근성과... "
330,중국 최초의 클라우드 기반 AI 전용 칩,https://terms.naver.com/entry.naver?docId=5569992&cid=60296&categoryId=60331,"이 칩은 중국 최초의 클라우드 컴퓨팅 기반 AI 칩으로 이미지, 음성 등 <b>빅데이터</b> 처리에 뛰어난... MLU100은 클라우드에 저장된 <b>빅데이터</b>를 빠르고 정확하게 분석, 처리할 수 있다. 특히 자연어와 이미지... "
331,(주)에코마케팅,https://terms.naver.com/entry.naver?docId=5150055&cid=43167&categoryId=43167,2003년 설립된 (주)에코마케팅의 주력 분야는 <b>빅데이터</b> 분석 기반의 타깃팅 광고인 퍼포먼스... [주요 사업] (주)에코마케팅의 주력 분야는 사용자 <b>데이터</b> 분석을 통해 매출을 일으킬 수 있는... 
332,"만물인터넷 선두주자 영국, 상상은 현실이 된다",https://terms.naver.com/entry.naver?docId=3579300&cid=58784&categoryId=58787,"IT 전문 컨설팅 기관인 가트너(Gartner) 사는 매년 가장 주목할 만한 10대 기술을 발표한다. 21세기의 신기술들은 사실상 IT 기반의 기술이 전부라고 해도 무방하며, 그 발전은 빛의 속도로 이루어지고 있다.... "
333,TTS,https://terms.naver.com/entry.naver?docId=6173216&cid=43667&categoryId=43667,입력되면 <b>데이터</b>베이스에서 문장에 걸맞은 목소리 조각을 찾아 조합해 내놓는 방식이다. 최근에는 TTS에 <b>빅데이터</b>와 AI 기술이 결합하면서 더욱 자연스러운 음성을 생성하는 기술이 날로... 
334,지능형 기가 인프라,https://terms.naver.com/entry.naver?docId=2843344&cid=42107&categoryId=42107,"최첨단 관제, 클라우드, <b>빅 데이터</b> 등을 결합해 이용자들에게 더 큰 가치를 제공하는 네트워크를 말한다. 2015년 9월 23일 KT가 2020년까지 미래 융합사업에 13조원을 투자해 4차 산업혁명을 주도하겠다며 밝힌... "
335,클라우드,https://terms.naver.com/entry.naver?docId=2066705&cid=50305&categoryId=50305,<b>빅데이터</b>를 클라우드로 관리하면 분석과 활용이 용이하다. 예상치 못한 트래픽 폭주를 염려해 과도한 설비투자를 할 필요도 없다. 클라우드 서비스는 <b>데이터</b>를 보관하는 장소에 따라 퍼블릭(개방형)... 
336,퀀텀 (기업),https://ko.wikipedia.org/wiki/%ED%80%80%ED%85%80_(%EA%B8%B0%EC%97%85),"퀀텀 코퍼레이션 (Quantum Corporation)은 가상적, 물리적 서버 <b>데이터</b> 보호와 클라우드 환경에서 테이프 드라이브, 테이프 오토메이션, 디스크 기반 <b>데이터</b> 복구 및 백업, <b>빅 데이터</b> 관리를 포함하여 전문... "
337,머신러닝,https://terms.naver.com/entry.naver?docId=3386834&cid=58369&categoryId=58369,[ 1. 기계학습(Machine Learning)이란?] 인공지능의 한 분야이다. 1959년 아서사무엘은 기계학습을 “컴퓨터에 명시적인 프로그램 없이 배울 수 있는 능력을 부여하는 연구 분야”라고 정의하였다.즉... 
338,머신러닝,https://terms.naver.com/entry.naver?docId=2784176&cid=43667&categoryId=43667," 방대한 <b>데이터</b>를 분석해 미래를 예측하는 기술로, 인공지능(Artificial Intelligence)의 한 분야이다.  | 외국어 표기 | machine learning(영어) | 출처: 게티이미지 코리아 <b>데이터</b>의 생성 양·주기·형식 등이... "
339,Splunk,https://terms.naver.com/entry.naver?docId=3386324&cid=58370&categoryId=58370,[ 1. Splunk 정의] <b>데이터</b>는 관점에 따라 인간이 만들어 내는 <b>데이터</b>와 기계가 만들어 내는 <b>데이터</b>(machine-generated data)로 구분할 수 있다.Splunk는 이러한 기계가 만들어 내는 엄청난 양의... 
340,실시간대용량 스트림 분석,https://terms.naver.com/entry.naver?docId=3386333&cid=58370&categoryId=58370,[ 1. 실시간 대용량 스트림 분석] 실시간 <b>데이터</b> 분석 기술은 지속해서 갱신되어 시점과 종점이 구분되지 않는 대용량 스트림 <b>데이터</b>에서 패턴을 추출하여 의미 있는 정보를 발견하기 위한 분석... 
341,하둡,https://terms.naver.com/entry.naver?docId=3587337&cid=59277&categoryId=59280,하둡은 <b>데이터</b> 통계 분석 프로그램인 ‘아르(R)’ 등과 함께 이른바 ‘<b>빅 데이터</b>(Big Data)’ 시대 유망 직종인 ‘<b>데이터</b> 사이언티스트(Scientist)’의 실질적인 도구가 될 전망이다. 실제로... 
342,Hadoop,https://terms.naver.com/entry.naver?docId=3386322&cid=58370&categoryId=58370,[ 1. <b>데이터</b> 분산 저장 분산 처리 프레임워크 Hadoop] 하둡(Hadoop)은 대량의 자료를 처리할 수 있는 대규모 컴퓨터 클러스터에서 동작하는 분산 애플리케이션을 지원하는 오픈 자바 소프트웨어... 
343,로보어드바이저,https://terms.naver.com/entry.naver?docId=3580364&cid=59088&categoryId=59096,고도화된 알고리즘과 <b>빅데이터</b>를 통해 인간 프라이빗 뱅커(PB) 대신 모바일 기기나 PC를 통해 포트폴리오 관리를 수행하는 온라인 자산관리 서비스를 일컫는다. 직접 사람을 마주하고 상담하지 않고도... 
344,FDS (이상금융거래탐지시스템),https://terms.naver.com/entry.naver?docId=4355669&cid=59088&categoryId=59096,"보안 솔루션에 의존하던 기존 보안과 달리, <b>빅데이터</b>를 바탕으로 적극적인 보안 개입을 하는 것이 특징이다. FDS는 정보수집 기능, 분석 및 탐지 기능, 대응 기능, 모니터링 및 감사 기능으로 구성돼... "
345,Oozie Hcatalog Zookeeper,https://terms.naver.com/entry.naver?docId=3386319&cid=58370&categoryId=58370,"[ 1. Oozie 정의] Oozie는 하둡의 작업을 관리하는 워크플로우 및 코디네이션 시스템이다.Oozie는 여러 단계에 걸쳐 처리되는 분석 작업의 흐름(workflow)을 관리하고, 주기/비주기 적으로 분석 작업을... "
346,솔리드 스테이트 드라이브,https://terms.naver.com/entry.naver?docId=3587152&cid=59277&categoryId=59280,“SSD 활짝!” 2012년 5월 4일 서울 코엑스에서 열린 ‘SSD 임팩트(IMPACT) 2012’ 기조연설 모습. ‘<b>빅 데이터</b> 시대 SSD 활용전략’을 찾으려는 업계의 눈과 귀가 행사에 쏠렸다.
347,인슈어테크,https://terms.naver.com/entry.naver?docId=5138205&cid=43667&categoryId=43667," 보험(Insurance)과 기술(Technology)의 합성어로 <b>데이터</b> 분석, 인공지능 등의 정보기술(IT)을 활용해... <b>빅데이터</b> 등의 IT기술을 활용한 혁신적인 보험 서비스를 일컫는다. 인슈어테크가 도입되면 기존의... "
348,인슈어테크,https://terms.naver.com/entry.naver?docId=6211901&cid=59277&categoryId=67996," <b>데이터</b> 분석, 인공지능(AI) 등 정보기술(IT)을 활용하여 기존의 보험 산업을 혁신하는 서비스.... 인슈어테크 주요 기술은 사물 인터넷(IoT), <b>빅데이터</b>(big data), 인공지능(AI), 블록체인(blockchain)이다. 사물... "
349,와이즈넛,https://ko.wikipedia.org/wiki/%EC%99%80%EC%9D%B4%EC%A6%88%EB%84%9B,"와이즈넛 ( 영어: WISEnut )은 2000년 5월 설립된 인공지능기반 챗봇 및 <b>빅데이터</b> 수집, 분석, 검색 솔루션 전문 기업이다. 대표적인 솔루션으로는 인공지능 챗봇 솔루션 와이즈 아이챗(WISE i Chat)과 인공지능... "
350,"채팅봇, 챗봇",https://terms.naver.com/entry.naver?docId=3580725&cid=59088&categoryId=59096,"소셜, <b>빅데이터</b>, 알고리즘, 사물인터넷, 클라우드 등 전에는 거의 들어보지 못했던 새로운 키워드가 아닌, 우리가 흔하게 알고 있는 메신저를 페이스북이 주목한 이유는 무엇일까? 메신저 너머... "
351,D3.js,https://terms.naver.com/entry.naver?docId=3580046&cid=59088&categoryId=59096,D3js.org 홈페이지 화면 갈무리 <b>빅데이터</b>가 화두가 되면서 <b>데이터</b>를 표현하는 방법의 하나인 ‘시각화’도 함께 주목받고 있다. <b>데이터</b> 시각화는 분석과 전달 두 가지 용도로 주로 활용된다. <b>데이터</b>가 단순히... 
352,머신러닝,https://terms.naver.com/entry.naver?docId=3586103&cid=59277&categoryId=59283, 방대한 <b>데이터</b>를 분석해 미래를 예측하는 기술이다. 컴퓨터가 스스로 학습 과정을 거치면서 입력되지... 새로운 분류체계를 만들면서 <b>데이터</b>를 분석해 의미 있는 결과물을 내놓는다. 인공지능처럼 정교한... 
